,page,jumlah_peserta_skb,jumlah_formasi,jumlah_metode_skb,peserta_total,peserta_hadir,peserta_th,hasil_tl,hasil_tms,hasil_tms-1,hasil_aps,lulus_akhir,sisa_formasi,tms1_terbaik,kode_jabatan,jabatan,kode_lokasi,lokasi_formasi,jenis_formasi,pendidikan
58,1880,3,1,0,3,3,0,0,0,3,0,0,1,1,10110117,ANALIS BARANG MILIK NEGARA 22,30106348,6348. LL DIKTI WILAYAH XIV SEKRETARIAT LL DIKTI WILAYAH XIV BAGIAN TATA USAHA ,U - UMUM 1,"(5001010) D-IV TEKNOLOGI AKUAKULTUR / (5009044) D-IV AKUNTANSI /
(5009061) D-IV MANAJEMEN ASET / (5100208) S-1 MANAJEMEN / (5100499)
S-1 MANAJEMEN DAN KEBIJAKAN PUBLIK / (5101036) S-1 ILMU
PEMERINTAHAN / (5102257) S-1 AKUTANSI / (5110625) S-1 PENDIDIKAN
AKUNTANSI / (5191301) S-1 PENDIDIKAN MANAJEMEN PERKANTORAN"
59,1912,3,1,0,3,2,1,0,0,2,0,0,1,1,10110122,PENELAAH KEBIJAKAN PENGADAAN BARANG DAN JASA 1,30101236,"1236. SEKRETARIAT JENDERAL 1
",U - UMUM 1,"(5009036) S-1 ELEKTRO / (5100170) S-1 AKUNTANSI / (5100208) S-1
MANAJEMEN / (5100917) S-1 EKONOMI / (5100935) S-1 ADMINISTRASI
NEGARA / (5101012) S-1 HUKUM / (5101170) S-1 TEKNIK MESIN / (5101228)
S-1 TEKNIK INDUSTRI / (5101363) S-1 TEKNIK SIPIL / (5109751) S-1
ARSITEKTUR / (5150000) S-1 KOMPUTER / (5153000) S-1 ILMU KOMUNIKASI
/ (5192781) S-1 TEKNIK GEODESI DAN GEOMATIKA"
60,1919,1,2,0,1,1,0,0,0,1,0,0,2,1,10110135,PENGADMINISTRASI BARANG MILIK NEGARA 8,30105716,5716. UNIVERSITAS SYIAH KUALA BIRO UMUM DAN KEUANGAN ,U - UMUM 2,"(4401059) D-III MANAJEMEN ADMINISTRASI / (4413040) D-III ADMINISTRASI
PERKANTORAN"
61,1925,2,1,0,2,1,1,0,0,1,0,0,1,1,10110138,ANALIS SARANA PENDIDIKAN 18,30106216,6216. LL DIKTI WILAYAH II SEKRETARIAT LL DIKTI WILAYAH II BAGIAN TATA USAHA ,U - UMUM 1,"(5009061) D-IV MANAJEMEN ASET / (5100045) S-1 ADMINISTRASI PUBLIK /
(5100499) S-1 MANAJEMEN DAN KEBIJAKAN PUBLIK / (5100935) S-1
ADMINISTRASI NEGARA / (5100946) S-1 Manajemen Pendidikan / (5101012)
S-1 HUKUM / (5101014) S-1 ILMU ADMINISTRASI NEGARA / (5101036) S-1
ILMU PEMERINTAHAN / (5101929) S-1 ADMINISTRASI PENDIDIKAN /
(5126017) S-1 ILMU ADMINISTRASI PUBLIK / (5130000) S-1 PSIKOLOGI"
62,2101,1,1,0,1,1,0,0,0,1,0,0,1,1,10700003,PRANATA KEARSIPAN 10,30101729,1729. INSTITUT TEKNOLOGI KALIMANTAN BIRO UMUM DAN AKADEMIK ,U - UMUM 1,(4460010) D-III KEARSIPAN
63,2110,2,2,0,2,2,0,0,0,1,0,1,1,1,10700003,PRANATA KEARSIPAN 10,30101775,1775. INSTITUT TEKNOLOGI SUMATERA BIRO UMUM DAN AKADEMIK ,U - UMUM 2,(4460010) D-III KEARSIPAN
64,2210,2,3,0,2,2,0,0,0,1,0,1,2,1,10800056,PENGELOLA DATA NILAI BUDAYA 5,30101397,1397. BALAI PELESTARIAN NILAI BUDAYA PAPUA DIREKTORAT JENDERAL KEBUDAYAAN ,U - UMUM 3,"(4100558) D-III TEKNIK KOMPUTER / (4400073) D-III PENDIDIKAN
ADMINISTRASI PERKANTORAN / (4413040) D-III ADMINISTRASI
PERKANTORAN / (4417093) D-III TEKNIK INFORMATIKA / (4450070) D-III
SISTEM INFORMASI / (4470071) D-III KOMPUTER DAN SISTEM INFORMASI"
65,2253,1,1,0,1,1,0,0,0,1,0,0,1,1,10800113,TEKNISI PELESTARI CAGAR BUDAYA 13,30101364,1364. BALAI PELESTARIAN CAGAR BUDAYA GORONTALO DIREKTORAT JENDERAL KEBUDAYAAN ,U - UMUM 1,"(4412010) D-III FISIKA / (4430012) D-III ANALIS KIMIA / (4470140) D-III
ANALISIS KIMIA / (4470162) D-III BIOLOGI"
66,2272,2,3,0,2,2,0,0,0,1,0,1,2,1,10800120,POLISI KHUSUS CAGAR BUDAYA 17,30101360,1360. BALAI PELESTARIAN CAGAR BUDAYA D.I. YOGYAKARTA DIREKTORAT JENDERAL KEBUDAYAAN ,U - UMUM 3,"(4100472) D-III ADMINISTRASI NEGARA / (4470137) D-III ADMINISTRASI
PUBLIK"
67,2286,2,2,0,2,2,0,0,0,1,0,1,1,1,11200037,PENGELOLA PELAYANAN KESEHATAN 2,30103283,3283. UNIVERSITAS JEMBER BIRO UMUM KEPEGAWAIAN DAN KEUANGAN ,U - UMUM 2,"(4100472) D-III ADMINISTRASI NEGARA / (4400206) D-III MANAJEMEN /
(4411001) D-III ADMINISTRASI RUMAH SAKIT / (4413040) D-III
ADMINISTRASI PERKANTORAN / (4470137) D-III ADMINISTRASI PUBLIK"
68,2312,5,2,0,5,5,0,0,0,4,0,1,1,1,11400039,PENGELOLA SISTEM DAN JARINGAN 27,30105155,"5155. UNIVERSITAS PEMBANGUNAN NASIONAL ""VETERAN"" INFORMASI DAN KOMUNIKASI ",U - UMUM 2,"(4100472) D-III ADMINISTRASI NEGARA / (4400206) D-III MANAJEMEN /
(4413040) D-III ADMINISTRASI PERKANTORAN / (4417093) D-III TEKNIK
INFORMATIKA / (4470137) D-III ADMINISTRASI PUBLIK"
69,2355,1,1,0,1,1,0,0,0,1,0,0,1,1,11400048,PENGOLAH DATA 62,30106211,6211. LL DIKTI WILAYAH I SEKRETARIAT LLDIKTI WILAYAH I BAGIAN TATA USAHA ,U - UMUM 1,"(4100472) D-III ADMINISTRASI NEGARA / (4400206) D-III MANAJEMEN /
(4413040) D-III ADMINISTRASI PERKANTORAN / (4417093) D-III TEKNIK
INFORMATIKA"
70,2389,3,1,0,3,3,0,0,0,3,0,0,1,1,11400048,PENGOLAH DATA 62,30103049,3049. UNIVERSITAS BRAWIJAYA BIRO UMUM DAN KEPEGAWAIAN ,U - UMUM 1,"(4100558) D-III TEKNIK KOMPUTER / (4417093) D-III TEKNIK INFORMATIKA /
(4450070) D-III SISTEM INFORMASI / (4470071) D-III KOMPUTER DAN
SISTEM INFORMASI"
71,2412,1,3,0,1,1,0,0,0,1,0,0,3,1,11400048,PENGOLAH DATA 62,30106371,6371. LL DIKTI WILAYAH XV SEKRETARIAT LL DIKTI WILAYAH XV BAGIAN TATA USAHA ,U - UMUM 3,"(4100472) D-III ADMINISTRASI NEGARA / (4400206) D-III MANAJEMEN /
(4413040) D-III ADMINISTRASI PERKANTORAN / (4417093) D-III TEKNIK
INFORMATIKA"
72,2434,2,1,0,2,2,0,0,0,2,0,0,1,1,11400048,PENGOLAH DATA 62,30103776,"3776. UNIVERSITAS MATARAM BIRO UMUM DAN KEUANGAN 2
",U - UMUM 1,"(4100558) D-III TEKNIK KOMPUTER / (4417093) D-III TEKNIK INFORMATIKA /
(4450070) D-III SISTEM INFORMASI / (4470071) D-III KOMPUTER DAN
SISTEM INFORMASI"
73,2456,2,1,0,2,2,0,0,0,2,0,0,1,1,11400048,PENGOLAH DATA 62,30101520,1520. BALAI BESAR PENGEMBANGAN PENJAMINAN MUTU PENDIDIKAN VOKASI BIDANG OTOMOTIF DAN ELEKTRONIKA DIREKTORAT JENDERAL PENDIDIKAN VOKASI ,U - UMUM 1,"(4100558) D-III TEKNIK KOMPUTER / (4417093) D-III TEKNIK INFORMATIKA /
(4450070) D-III SISTEM INFORMASI / (4470071) D-III KOMPUTER DAN
SISTEM INFORMASI"
74,2481,1,1,0,1,1,0,0,0,1,0,0,1,1,11400048,PENGOLAH DATA 62,30104167,4167. UNIVERSITAS NEGERI JAKARTA BIRO AKADEMIK KEMAHASISWAAN DAN HUBUNGAN MASYARAKAT ,U - UMUM 1,"(4100558) D-III TEKNIK KOMPUTER / (4417093) D-III TEKNIK INFORMATIKA /
(4450070) D-III SISTEM INFORMASI / (4470071) D-III KOMPUTER DAN
SISTEM INFORMASI"
75,2534,1,1,0,1,1,0,0,0,1,0,0,1,1,11400061,PENGELOLA SITUS ATAU WEB 26,30102711,2711. POLITEKNIK PERKAPALAN NEGERI SURABAYA BAGIAN INFORMASI ,U - UMUM 1,"(4417093) D-III TEKNIK INFORMATIKA / (9300007) D-III TEKNOLOGI
KOMPUTER / (9300013) D-III REKAYASA PERANGKAT LUNAK"
76,2536,1,1,0,1,1,0,0,0,1,0,0,1,1,11400061,PENGELOLA SITUS ATAU WEB 26,30102711,2711. POLITEKNIK PERKAPALAN NEGERI SURABAYA BAGIAN INFORMASI ,8 - PENYANDANG DISABILITAS 1,"(4417093) D-III TEKNIK INFORMATIKA / (9300007) D-III TEKNOLOGI
KOMPUTER / (9300013) D-III REKAYASA PERANGKAT LUNAK"
77,2538,4,6,0,4,4,0,0,0,1,0,3,3,1,11400061,PENGELOLA SITUS ATAU WEB 26,30101253,"1253. SEKRETARIAT JENDERAL 6
",U - UMUM 6,"(4100472) D-III ADMINISTRASI NEGARA / (4400206) D-III MANAJEMEN /
(4413040) D-III ADMINISTRASI PERKANTORAN / (4417093) D-III TEKNIK
INFORMATIKA / (4470137) D-III ADMINISTRASI PUBLIK"
78,2631,3,1,0,3,3,0,0,0,3,0,0,1,1,12400004,ANALIS DATA AKADEMIK 24,30103477,3477. UNIVERSITAS LAMBUNG MANGKURAT BIRO AKADEMIK DAN KEMAHASISWAAN ,U - UMUM 1,"(5000503) D-IV MANAJEMEN INFORMATIKA / (5100045) S-1 ADMINISTRASI
PUBLIK / (5100208) S-1 MANAJEMEN / (5100221) S-1 ILMU MANAJEMEN /
(5100499) S-1 MANAJEMEN DAN KEBIJAKAN PUBLIK / (5100935) S-1
ADMINISTRASI NEGARA / (5101014) S-1 ILMU ADMINISTRASI NEGARA /
(5101929) S-1 ADMINISTRASI PENDIDIKAN / (5126017) S-1 ILMU
ADMINISTRASI PUBLIK"
79,2923,2,1,0,2,2,0,0,0,2,0,0,1,1,12400070,ANALIS PRASARANA PENDIDIKAN 18,30106328,6328. LL DIKTI WILAYAH XII SEKRETARIAT LL DIKTI WILAYAH XII BAGIAN TATA USAHA ,U - UMUM 1,"(5009061) D-IV MANAJEMEN ASET / (5100045) S-1 ADMINISTRASI PUBLIK /
(5100499) S-1 MANAJEMEN DAN KEBIJAKAN PUBLIK / (5100946) S-1
Manajemen Pendidikan / (5101012) S-1 HUKUM / (5101014) S-1 ILMU
ADMINISTRASI NEGARA / (5101036) S-1 ILMU PEMERINTAHAN / (5101105)
S1 ADMINISTRASI NEGARA / (5101929) S-1 ADMINISTRASI PENDIDIKAN /
(5126017) S-1 ILMU ADMINISTRASI PUBLIK / (5130000) S-1 PSIKOLOGI"
80,3047,1,1,0,1,1,0,0,0,1,0,0,1,1,12400120,PENGELOLA DATA ALUMNI 5,30104317,4317. UNIVERSITAS NEGERI MALANG BIRO AKADEMIK KERJASAMA ,U - UMUM 1,"(4100200) D-III STATISTIKA / (4100472) D-III ADMINISTRASI NEGARA /
(4400206) D-III MANAJEMEN / (4413040) D-III ADMINISTRASI PERKANTORAN
/ (4417093) D-III TEKNIK INFORMATIKA / (4470137) D-III ADMINISTRASI
PUBLIK"
81,3068,1,1,0,1,1,0,0,0,1,0,0,1,1,12400129,PENGELOLA DATA MUTU PENDIDIKAN 15,30101457,"1457. BALAI PENGEMBANGAN PENDIDIKAN ANAK USIA DINI DAN PENDIDIKAN MASYARAKAT NUSA TENGGARA BARAT DIREKTORAT JENDERAL PENDIDIKAN ANAK USIA DINI, PENDIDIKAN DASAR, DAN PENDIDIKAN MENENGAH ",U - UMUM 1,"(4100472) D-III ADMINISTRASI NEGARA / (4400206) D-III MANAJEMEN /
(4413040) D-III ADMINISTRASI PERKANTORAN / (4417093) D-III TEKNIK
INFORMATIKA / (4470137) D-III ADMINISTRASI PUBLIK"
82,3074,1,1,0,1,1,0,0,0,1,0,0,1,1,12400129,PENGELOLA DATA MUTU PENDIDIKAN 15,30106316,6316. LL DIKTI WILAYAH XI SEKRETARIAT LL DIKTI WILAYAH XI BAGIAN TATA USAHA ,U - UMUM 1,"(4100472) D-III ADMINISTRASI NEGARA / (4400206) D-III MANAJEMEN /
(4413040) D-III ADMINISTRASI PERKANTORAN / (4417093) D-III TEKNIK
INFORMATIKA / (4470137) D-III ADMINISTRASI PUBLIK"
83,3132,2,1,0,2,2,0,0,0,2,0,0,1,1,12400130,PENGELOLA DATA PEMBERDAYAAN KEMAHASISWAAN 25,30102938,2938. UNIVERSITAS BENGKULU BIRO PERENCANAAN PEMBELAJARAN DAN KEMAHASISWAAN ,U - UMUM 1,"(4100200) D-III STATISTIKA / (4100472) D-III ADMINISTRASI NEGARA /
(4400206) D-III MANAJEMEN / (4413040) D-III ADMINISTRASI PERKANTORAN
/ (4417093) D-III TEKNIK INFORMATIKA / (4470137) D-III ADMINISTRASI
PUBLIK"
84,3167,3,2,0,3,3,0,0,0,2,0,1,1,1,12400140,PENGELOLA DATA SARANA DAN PRASARANA PENDIDIKAN 13,30102890,2890. UNIVERSITAS BANGKA BELITUNG BIRO AKADEMIK KEMAHASISWAAN DAN KERJA SAMA ,U - UMUM 2,"(4100558) D-III TEKNIK KOMPUTER / (4417093) D-III TEKNIK INFORMATIKA /
(4450070) D-III SISTEM INFORMASI / (4470071) D-III KOMPUTER DAN
SISTEM INFORMASI"
85,3189,1,1,0,1,1,0,0,0,1,0,0,1,1,12400140,PENGELOLA DATA SARANA DAN PRASARANA PENDIDIKAN 13,30101142,"1142. DIREKTORAT JENDERAL PENDIDIKAN TINGGI 1
",U - UMUM 1,"(4100558) D-III TEKNIK KOMPUTER / (4417093) D-III TEKNIK INFORMATIKA /
(4450070) D-III SISTEM INFORMASI / (4470071) D-III KOMPUTER DAN
SISTEM INFORMASI"
86,3213,3,3,0,3,3,0,0,0,1,0,2,1,1,12400146,PENGELOLA INFORMASI AKADEMIK 181,30105676,5676. UNIVERSITAS SULTAN AGENG TIRTAYASA FAKULTAS KEDOKTERAN ,U - UMUM 3,"(4100200) D-III STATISTIKA / (4100472) D-III ADMINISTRASI NEGARA /
(4400206) D-III MANAJEMEN / (4413040) D-III ADMINISTRASI PERKANTORAN
/ (4417093) D-III TEKNIK INFORMATIKA / (4470137) D-III ADMINISTRASI
PUBLIK"
87,3216,3,1,0,3,3,0,0,0,3,0,0,1,1,12400146,PENGELOLA INFORMASI AKADEMIK 181,30102530,"2530. POLITEKNIK NEGERI SAMBAS JURUSAN AGRIBISNIS 2
",U - UMUM 1,"(4100200) D-III STATISTIKA / (4100295) D-III MANAJEMEN INFORMATIKA /
(4100472) D-III ADMINISTRASI NEGARA / (4400206) D-III MANAJEMEN /
(4413040) D-III ADMINISTRASI PERKANTORAN / (4417093) D-III TEKNIK
INFORMATIKA / (4470137) D-III ADMINISTRASI PUBLIK"
88,3219,2,1,0,2,2,0,0,0,2,0,0,1,1,12400146,PENGELOLA INFORMASI AKADEMIK 181,30102530,"2530. POLITEKNIK NEGERI SAMBAS JURUSAN AGRIBISNIS 2
",8 - PENYANDANG DISABILITAS 1,"(4100200) D-III STATISTIKA / (4100295) D-III MANAJEMEN INFORMATIKA /
(4100472) D-III ADMINISTRASI NEGARA / (4400206) D-III MANAJEMEN /
(4413040) D-III ADMINISTRASI PERKANTORAN / (4417093) D-III TEKNIK
INFORMATIKA / (4470137) D-III ADMINISTRASI PUBLIK"
89,3244,3,1,0,3,3,0,0,0,3,0,0,1,1,12400146,PENGELOLA INFORMASI AKADEMIK 181,30102609,2609. POLITEKNIK NEGERI SRIWIJAYA JURUSAN TEKNIK KIMIA ,U - UMUM 1,"(4100200) D-III STATISTIKA / (4100295) D-III MANAJEMEN INFORMATIKA /
(4100472) D-III ADMINISTRASI NEGARA / (4400206) D-III MANAJEMEN /
(4413040) D-III ADMINISTRASI PERKANTORAN / (4417093) D-III TEKNIK
INFORMATIKA / (4470137) D-III ADMINISTRASI PUBLIK"
90,3271,2,2,0,2,2,0,0,0,1,0,1,1,1,12400146,PENGELOLA INFORMASI AKADEMIK 181,30103164,3164. UNIVERSITAS HALU OLEO BIRO AKADEMIK DAN AKADEMIK DAN EVALUASI ,U - UMUM 2,"(4100200) D-III STATISTIKA / (4100472) D-III ADMINISTRASI NEGARA /
(4400206) D-III MANAJEMEN / (4413040) D-III ADMINISTRASI PERKANTORAN
/ (4417093) D-III TEKNIK INFORMATIKA / (4470137) D-III ADMINISTRASI
PUBLIK"
91,3285,1,1,0,1,1,0,0,0,1,0,0,1,1,12400146,PENGELOLA INFORMASI AKADEMIK 181,30104939,4939. UNIVERSITAS PATTIMURA BIRO AKADEMIK MASYARAKAT ,U - UMUM 1,(4100200) D-III STATISTIKA
92,3323,1,1,0,1,1,0,0,0,1,0,0,1,1,12400146,PENGELOLA INFORMASI AKADEMIK 181,30101552,1552. AKADEMI KOMUNITAS NEGERI REJANG LEBONG PRODI BUDIDAYA PERIKANAN AIR TAWAR ,U - UMUM 1,"(4100200) D-III STATISTIKA / (4100472) D-III ADMINISTRASI NEGARA /
(4400206) D-III MANAJEMEN / (4413040) D-III ADMINISTRASI PERKANTORAN
/ (4417093) D-III TEKNIK INFORMATIKA / (4470137) D-III ADMINISTRASI
PUBLIK"
93,3325,1,1,0,1,1,0,0,0,1,0,0,1,1,12400146,PENGELOLA INFORMASI AKADEMIK 181,30105272,5272. UNIVERSITAS RIAU FAKULTAS KEGURUAN DAN ILMU PENDIDIKAN ,U - UMUM 1,"(4100200) D-III STATISTIKA / (4100472) D-III ADMINISTRASI NEGARA /
(4400206) D-III MANAJEMEN / (4413040) D-III ADMINISTRASI PERKANTORAN
/ (4417093) D-III TEKNIK INFORMATIKA / (4470137) D-III ADMINISTRASI
PUBLIK"
94,3327,3,1,0,3,3,0,0,0,3,0,0,1,1,12400146,PENGELOLA INFORMASI AKADEMIK 181,30104033,4033. UNIVERSITAS NEGERI GORONTALO BIRO AKADEMIK KEMAHASISWAAN DAN PERENCANAAN ,U - UMUM 1,"(4100200) D-III STATISTIKA / (4100472) D-III ADMINISTRASI NEGARA /
(4400206) D-III MANAJEMEN / (4413040) D-III ADMINISTRASI PERKANTORAN
/ (4417093) D-III TEKNIK INFORMATIKA / (4470137) D-III ADMINISTRASI
PUBLIK"
95,3354,2,1,0,2,2,0,0,0,2,0,0,1,1,12400146,PENGELOLA INFORMASI AKADEMIK 181,30104131,4131. UNIVERSITAS NEGERI GORONTALO FAKULTAS PERTANIAN ,U - UMUM 1,"(4100200) D-III STATISTIKA / (4100472) D-III ADMINISTRASI NEGARA /
(4400206) D-III MANAJEMEN / (4413040) D-III ADMINISTRASI PERKANTORAN
/ (4417093) D-III TEKNIK INFORMATIKA / (4470137) D-III ADMINISTRASI
PUBLIK"
96,3361,2,2,0,2,2,0,0,0,1,0,1,1,1,12400146,PENGELOLA INFORMASI AKADEMIK 181,30101772,1772. INSTITUT TEKNOLOGI SUMATERA BIRO UMUM DAN AKADEMIK ,U - UMUM 2,"(4100200) D-III STATISTIKA / (4100472) D-III ADMINISTRASI NEGARA /
(4400206) D-III MANAJEMEN / (4413040) D-III ADMINISTRASI PERKANTORAN
/ (4417093) D-III TEKNIK INFORMATIKA / (4470137) D-III ADMINISTRASI
PUBLIK"
97,3368,3,1,0,3,3,0,0,0,3,0,0,1,1,12400146,PENGELOLA INFORMASI AKADEMIK 181,30105939,5939. UNIVERSITAS TEUKU UMAR BIRO AKADEMIK KEMAHASISWAAN PERENCANAAN DAN KERJASAMA ,U - UMUM 1,"(4100200) D-III STATISTIKA / (4100472) D-III ADMINISTRASI NEGARA /
(4400206) D-III MANAJEMEN / (4413040) D-III ADMINISTRASI PERKANTORAN
/ (4417093) D-III TEKNIK INFORMATIKA / (4470137) D-III ADMINISTRASI
PUBLIK"
98,3377,1,1,0,1,1,0,0,0,1,0,0,1,1,12400146,PENGELOLA INFORMASI AKADEMIK 181,30102745,2745. POLITEKNIK PERTANIAN NEGERI PANGKAJENE KEMAHASISWAAN ,U - UMUM 1,"(4100472) D-III ADMINISTRASI NEGARA / (4400173) D-III KOMUNIKASI /
(4400206) D-III MANAJEMEN / (4413040) D-III ADMINISTRASI PERKANTORAN
/ (4417093) D-III TEKNIK INFORMATIKA / (4470137) D-III ADMINISTRASI
PUBLIK"
99,3384,1,1,0,1,1,0,0,0,1,0,0,1,1,12400146,PENGELOLA INFORMASI AKADEMIK 181,30105975,5975. UNIVERSITAS TEUKU UMAR FAKULTAS KESEHATAN MASYARAKAT ,U - UMUM 1,"(4100200) D-III STATISTIKA / (4100472) D-III ADMINISTRASI NEGARA /
(4400206) D-III MANAJEMEN / (4413040) D-III ADMINISTRASI PERKANTORAN
/ (4417093) D-III TEKNIK INFORMATIKA / (4470137) D-III ADMINISTRASI
PUBLIK"
100,3408,1,1,0,1,1,0,0,0,1,0,0,1,1,12400146,PENGELOLA INFORMASI AKADEMIK 181,30105966,5966. UNIVERSITAS TEUKU UMAR FAKULTAS ILMU SOSIAL DAN ILMU POLITIK ,U - UMUM 1,"(4100200) D-III STATISTIKA / (4100472) D-III ADMINISTRASI NEGARA /
(4400206) D-III MANAJEMEN / (4413040) D-III ADMINISTRASI PERKANTORAN
/ (4417093) D-III TEKNIK INFORMATIKA / (4470137) D-III ADMINISTRASI
PUBLIK"
101,3453,3,3,0,3,3,0,0,0,1,0,2,1,1,12400146,PENGELOLA INFORMASI AKADEMIK 181,30102238,2238. POLITEKNIK NEGERI KUPANG BAGIAN ADMINISTRASI AKADEMIK DAN KEMAHASISWAAN ,U - UMUM 3,"(4100200) D-III STATISTIKA / (4100472) D-III ADMINISTRASI NEGARA /
(4400206) D-III MANAJEMEN / (4413040) D-III ADMINISTRASI PERKANTORAN
/ (4417093) D-III TEKNIK INFORMATIKA / (4470137) D-III ADMINISTRASI
PUBLIK"
102,3463,2,1,0,2,2,0,0,0,2,0,0,1,1,12400146,PENGELOLA INFORMASI AKADEMIK 181,30104942,4942. UNIVERSITAS PATTIMURA BIRO AKADEMIK MASYARAKAT ,U - UMUM 1,(4413040) D-III ADMINISTRASI PERKANTORAN
103,3547,1,1,0,1,1,0,0,0,1,0,0,1,1,12400146,PENGELOLA INFORMASI AKADEMIK 181,30104318,4318. UNIVERSITAS NEGERI MALANG BIRO AKADEMIK KERJASAMA ,U - UMUM 1,"(4100200) D-III STATISTIKA / (4100472) D-III ADMINISTRASI NEGARA /
(4400206) D-III MANAJEMEN / (4413040) D-III ADMINISTRASI PERKANTORAN
/ (4417093) D-III TEKNIK INFORMATIKA / (4470137) D-III ADMINISTRASI
PUBLIK"
104,3568,5,4,0,5,5,0,0,0,2,0,3,1,1,12400150,PENGELOLA KELEMBAGAAN PENDIDIKAN 6,30101110,"1110. DIREKTORAT JENDERAL PENDIDIKAN ANAK USIA DINI, PENDIDIKAN DASAR, DAN PENDIDIKAN MENENGAH ",U - UMUM 4,"(4100472) D-III ADMINISTRASI NEGARA / (4400206) D-III MANAJEMEN /
(4413040) D-III ADMINISTRASI PERKANTORAN / (4417093) D-III TEKNIK
INFORMATIKA / (4470137) D-III ADMINISTRASI PUBLIK"
105,3598,1,2,0,1,1,0,0,0,1,0,0,2,1,12400181,10,30101519,TENAGA KEPENDIDIKAN 1519. BALAI BESAR PENGEMBANGAN PENJAMINAN MUTU PENDIDIKAN VOKASI BIDANG OTOMOTIF DAN ELEKTRONIKA DIREKTORAT JENDERAL PENDIDIKAN VOKASI ,U - UMUM 2,"(4100200) D-III STATISTIKA / (4100472) D-III ADMINISTRASI NEGARA /
(4450080) D-III MANAJEMEN SUMBER DAYA MANUSIA"
106,3604,9,5,0,9,8,1,0,0,5,0,3,2,2,12400188,PENGELOLA PESERTA DIDIK 13,30101113,"1113. DIREKTORAT JENDERAL PENDIDIKAN ANAK USIA DINI, PENDIDIKAN DASAR, DAN PENDIDIKAN MENENGAH ",U - UMUM 5,"(4100472) D-III ADMINISTRASI NEGARA / (4400206) D-III MANAJEMEN /
(4413040) D-III ADMINISTRASI PERKANTORAN / (4417093) D-III TEKNIK
INFORMATIKA / (4470137) D-III ADMINISTRASI PUBLIK"
107,3612,2,3,0,2,2,0,0,0,1,0,1,2,1,12400188,PENGELOLA PESERTA DIDIK 13,30101182,"1182. DIREKTORAT JENDERAL PENDIDIKAN VOKASI 4
",U - UMUM 3,"(4100472) D-III ADMINISTRASI NEGARA / (4400206) D-III MANAJEMEN /
(4413040) D-III ADMINISTRASI PERKANTORAN / (4417093) D-III TEKNIK
INFORMATIKA / (4470137) D-III ADMINISTRASI PUBLIK"
108,3721,1,1,0,1,1,0,0,0,1,0,0,1,1,12400232,PENGOLAH DATA BEASISWA DAN BANTUAN 8,30103121,3121. UNIVERSITAS CENDERAWASIH BIRO ADMINISTRASI AKADEMIK DAN KEMAHASISWAAN ,U - UMUM 1,"(4100472) D-III ADMINISTRASI NEGARA / (4400206) D-III MANAJEMEN /
(4413040) D-III ADMINISTRASI PERKANTORAN / (4417093) D-III TEKNIK
INFORMATIKA"
109,3747,2,1,0,2,2,0,0,0,2,0,0,1,1,12400244,PENGOLAH DATA PROGRAM BEASISWA 14,30106346,6346. LL DIKTI WILAYAH XIII SEKRETARIAT LL DIKTI WILAYAH XIII BAGIAN TATA USAHA ,U - UMUM 1,"(4100472) D-III ADMINISTRASI NEGARA / (4400205) D-III AKUNTANSI /
(4400206) D-III MANAJEMEN / (4413040) D-III ADMINISTRASI PERKANTORAN
/ (4417098) D-III TEKNIK INFORMASI"
110,3758,3,1,0,3,3,0,0,0,3,0,0,1,1,12400244,PENGOLAH DATA PROGRAM BEASISWA 14,30106222,6222. LL DIKTI WILAYAH II SEKRETARIAT LL DIKTI WILAYAH II BAGIAN TATA USAHA ,U - UMUM 1,"(4100472) D-III ADMINISTRASI NEGARA / (4400205) D-III AKUNTANSI /
(4400206) D-III MANAJEMEN / (4413040) D-III ADMINISTRASI PERKANTORAN
/ (4417093) D-III TEKNIK INFORMATIKA"
111,3811,3,1,0,3,3,0,0,0,3,0,0,1,1,12400266,"PENYUSUN KURIKULUM, MODUL DAN BAHAN AJAR 3",30101537,1537. AKADEMI KOMUNITAS NEGERI PACITAN PROGRAM STUDI PEMELIHARAAN KOMPUTER DAN JARINGAN ,U - UMUM 1,(5009050) D-IV TEKNIK TELEKOMUNIKASI
112,3963,3,1,0,3,3,0,0,0,3,0,0,1,1,12400324,7,30101459,"NONFORMAL 1459. BALAI PENGEMBANGAN PENDIDIKAN ANAK USIA DINI DAN PENDIDIKAN MASYARAKAT PAPUA DIREKTORAT JENDERAL PENDIDIKAN ANAK USIA DINI, PENDIDIKAN DASAR, DAN PENDIDIKAN MENENGAH ",U - UMUM 1,"(5000033) D-IV ADMINISTRASI NEGARA / (5100045) S-1 ADMINISTRASI
PUBLIK / (5100208) S-1 MANAJEMEN / (5100935) S-1 ADMINISTRASI
NEGARA / (5100946) S-1 Manajemen Pendidikan / (5101817) S-1
PENDIDIKAN LUAR SEKOLAH / (5101929) S-1 ADMINISTRASI PENDIDIKAN /
(5110946) S-1 TEKNOLOGI PENDIDIKAN / (5130000) S-1 PSIKOLOGI /
(5191071) S-1 PENDIDIKAN GURU PENDIDIKAN ANAK USIA DINI / (8400247)
S-1 PENDIDIKAN VOKASIONAL KESEJAHTERAAN KELUARGA"
